Taxon,Taxon.1,A.0018,A.0018.CON,A.0103.P,A.0395CON,A.0554.C,A.0554.P,A.0687.P,A.0828.C,A.0828.P,A.0868,A0982,A.1006,A1026,A1027,A.1034,A.1054.P,A.1085.C,A.1085.P,A.1158,A.1181,A.1187,B.0097,B.1489.P,B.1530.P,B.1753,B.2023,B.2157,B.2207,B.2207.CON,B.2327.C,B.2327.P,B.2421.P,B.2462.C,B.2462.P,B.2536,B.2653,B.2663,B.2692,B.2789.P,B.2803,B.2870.P,B.2893,B.2893.CTRL,B.2970.P,B.2986,B.2987.P,B.3028,B.3039,B.3058,B.3059,B.3062,B.3063,B.3082,B.3098,B.3104,B.3105,B.3135,B.3145,B.3146,B.3154,B.3155,B.3327,B.3328,B.3329,C.0532,C.0532.CON,C.0784,C.0784.CON,C.1591,C.1778.P,C.1827.C,C.1827.P,C1841,C.1864,C.1937,C.1937CON,C.1957,C.2225,C.2362,C.2499.C,C.2499.P,C.2538,C.2548.C,C.2548.P,C.2565,C.2708.P,C.2737,C.2759,C.2806.P,C.2806.TWIN,C.2927,C.2944.P,C.2968.P,C3084,C.3130.P,C.3167,C.3196,C.3199,C.3209.C,C.3209.P,C.3290.P,C.3304,C.3354,C.3358,C.3365,C.3373,C.3376,C.3397,C.3434,C.3435,C.3457,C.3458,C.3464,C.3464.CON,C.3501,C.3502,C.3536,C.3575,C.3594,C.3668,D.0315,D.0502,D.0613,D.0613.CON,D.1151,D.1168,D.1241,D.1315,D.1370,D.1430.C,D.1502,D.1586,D.1587,D.1602,D.1603,D.0294.C,E.0067,E.0147,F.0019,F.0019.CON,F.1327,F.1375.P,F.1405.P,F.1429.C,F.1429.P,F.1499,F.1530,F.1538,F.1539,F.1566,F.1645,F.1663,G.0606,G.0895,G.0895.CON,G.0981,G.0981.CON,G.0109.C,G.0109.P,G.1274.P,G.1364,G.1573,G.1736,G.1763,G.1773.P,G.1801.P,G.1847.C,G.1847.P,G.1852.P,G.1861,G.1878.P,G.1880.P,G.1950,G.1959,G.1960,G.1976,G.1977,G.2001,G.2002,G.2008,G.2025,G.2025CON,G.2026,G.2027,G.2028,G.2029,G.2039,G.2040,G.2042,I.0145,I.0145CON,I.0204,I0221,I0227,I.0246,I.0247,I.0259,L.0709,L.0709.CTRL,L.0950,L.0973.CON,L.1038,L.1040,L.1133,L.1134,L.1148,M.1043,M.1370,M.1430,M.1524.P,M.1926.P,M.2010.P,M.2075,M.2091,M.2529,M.2529.CON,M.2611,M.2660.P,M.2741,M.2745,M.2751,M.2765,M.2791.C,M.2791.P,M.2807,M.2815.P,M.2901,M.2969,M.2980,M.2997,M.2998,M.3032,M.3033,M.3053,M.3088,M.3091,M.3102,M.3113,M.3114,M.3115,M.3119,M.3120,M.3138,N.0416.P,N.0442,N.0443,N.2010.C,N.2762.P,O.0101,O.0101.CON,O.0311,P.1072.C,P.1072.P,P.1276.C,P.1276.P,P.1484,P.1519,P.0152.C,P.0152.P,P.1594,P.1594.CON,P.1729,P.1938CON,P.2076.P,P.2363,P.2403,P.2403.CON,P.2436,P.2437,P.2456,P.2457,P.2468,P.2501,P.2544,Q.0063,Q.0063CON,R.0903,R.0948,R.1097,R.1197.P,R.1203,R.1367.P,R.1496,R.1581.CON,R.1600,R.1636,R.1636.CON,S.0729CON,S.0984,S.1328,S.1336,S.1463.P,S.1480,S.1480.CON,S.1611,S.1611.CON,S1629,S1630,S.1632.P,S.1795,S.1795.CON,S.1819,S.1848,S.1874,S.1874.CON,S.1921,S.1921CON,S.1981,S.1982,S.1983,S.1984,S.2009,S.2009CON,S.2017,S.2038,T.0191.P,T.0224,T.0334,T.0738,T.0819,T.0872,T.0956.C,T.0956.P,T.0974,T.0985,T.0993.CON,T.1019,T.1020,T.1034,T.1035,T.1068,T.1069,V.0081,V.0081.CON,V.0647.CON,V.0837.C,V.0837.P,V.0904,V.0933,V.0933.CON,V.0950.P,Z.0268,Z.0408.C,Z.0408.P.D.NA,Z.0465,Z.0465.CON,Z.0481.P,Z.0503,Z.0524,Z.0524CON
Bacteroides,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0.0757790937592,0.0163127116036,0.300412547123,0.0072738100302,0.241468092373,0.508740829629,0.385489655172,0.210198890625,0.0617341040462,0.135719150517,0.424339096961,0.22308707124,0.0342979408525,0.468027999656,0.124537607891,0.366226071103,0.65438148814,0.257660071448,0.00442733397498,0.219329941253,0.0276581163109,0.0134778865813,0.331349206349,0.496739524212,0.0195597997948,0.0716220022098,0.0612752786666,0.0158957001379,0.0771874341134,0.414935939605,0.549721263605,0.719775404888,0.0858494284588,0.159256638257,0.0585820186276,0.330600263185,0.0160681705092,0.0345469854311,0.350143452927,0.186039240209,0.502041559387,0.166406926407,0.0839028988923,0.200923415564,0.253229178127,0.729349679828,0.108393372485,0.0200794856322,0.0358671944422,0.0683646671391,0.020875271761,0.169427473704,0.109534719774,0.246186598322,0.00825404376784,0.0615378063582,0.0203884536967,0.128820598007,0.117341488448,0.537542178605,0.0297970886634,0.232246251299,0.119408075985,0.224519064339,0.0178694856678,0.014839086697,0.146251941085,0.209750497161,0.0901625501372,0.704679870189,0.245546918039,0.202770822901,0.417742209391,0.262754293681,0.205089366859,0.00357970098968,0.0998855256502,0.0114073030882,0.0225577551103,0.628430606803,0.37493414814,0.0403364857098,0.119793681496,0.132018739948,0.0530845885474,0.700287631831,0.24958449733,0.213559626975,0.207642219781,0.0910708677902,0.293818832886,0.0960171750074,0.120965284127,0.288415314619,0.509945798734,0.304238551651,0.0565802011646,0.221853762384,0.575433554984,0.193105937556,0.502502578994,0.167827035189,0.0375842457852,0.225854414475,0.207517147956,0.073148863042,0.089279541751,0.0768934778426,0.0980706351097,0.144665539515,0.0192213333333,0.108082267454,0.166514069462,0.143131663774,0.00665905221645,0.00337925096858,0.144788256416,0.032873575751,0.0215064274891,0.141313591116,0.152034317596,0.177908762608,0.0300954142323,0.00457209611473,0.126278606103,0.20372556063,0.0135499307392,0.147068869818,0.249044143205,0.339158732072,0.131760817308,0.00255430629844,0.0750669662145,0.0195997925491,0.0100212765957,0.22586266992,0.251735532956,0.0955662818471,0.0308255183145,0.00769277241879,0.22743382852,0.346566057895,0.333261923252,0.703008838263,0.258912224017,0.0608564674379,0.00284912967992,0.210371736055,0.0325082080525,0.0830367734282,0.0472933753943,0.223575148537,0.241106888158,0.0721072990246,0.0551846442729,0.0376505078002,0.0100838217685,0.108650494666,0.372539594191,0.567046947796,0.0737916666667,0.0651843698404,0.191020280393,0.202583890453,0.0744935475115,0.191168016723,0.373803511657,0.283656987533,0.173734152802,0.247811461457,0.703858279538,0.0514157753617,0.0567305505592,0.147090235168,0.142776904067,0.0620455958994,0.229810760819,0.0145710826704,0.0312552231322,0.0827633836077,0.139306595327,0.00129986362087,0.00400042109696,0.13523054599,0.00252182758328,0.260151015633,0.0011160973795,0.0417731559002,0.00373871035497,0.117339595485,0.000862467920401,0.0757682797598,0.544872342242,0.201749968526,0.197813490762,0.00155295315682,0.060095742862,0.403136578186,0.00631156978976,0.142679175247,0.0567974571414,0.00987978444107,0.0505029381627,0.0406853177185,0.160422501047,0.0139621670313,0.0724265505985,0.165202843998,0.133951303918,0.122111042239,0.205305682736,0.44592476489,0.152963946713,0.219160305344,0.104879431162,0.0947823247168,0.105600096936,0.73231106911,0.154959937293,0.117835513941,0.20036920404,0.0982929632625,0.442116645266,0.493988743464,0.253162684028,0.189693433057,0.0268534978563,0.0382401225785,0.0643595912241,0.000974596919426,0.0818512267948,0.0364709104035,0.132561461865,0.0889583458556,0.280190393326,0.0729836148863,0.124689343542,0.0678350775438,0.126721067125,0.24105184239,0.284141061746,0.0118512974052,0.16235,0.329094663624,0.0136663833126,0.0188972584742,0.13888645331,0.455728886498,0.18421366685,0.0990013774105,0.0792584297623,0.168820728465,0.216498873028,0.189539044412,0.0747590798057,0.00534051008179,0.144246875403,0.742752566968,0.380136789471,0.209899451948,0.198326497805,0.104840559761,0.00280206467924,0.432430141553,0.0436845008274,0.0968251847894,0.041683025782,0.231916159068,0.08232940275,0.0356292498767,0.0166595289079,0.095040611973,0.0521125854788,0.228992084161,0.0274084241228,0.000300049293813,0.138839080939,0.0078689671252,0.275131146842,0.184912216051,0.0843921358834,0.15662806663,0.122349888031,0.0616978659215,0.0536182485579,0.0309794304589,0.210344917622,0.000553698064186,0.00443530938987,0.132071308799,0.0303100416474,0.373562847177,0.0291156520626,0.206003832233,0.214363575382,0.0423362564511,0.453158162832,0.723734662577,0.504690491385,0.267592746631,0.112292906547,0.431016390166,0.061963190184,0.0175416653638,0.00682529743269,0.332573232766,0.110755987386,0.148889563633,0.00827796770518,0.140825873946,0.0023171424824,0.044678138942,0.0165999589491,0.00437122721461,0.181531797598,0.182580442302,0.0957236310774,0.107704183374,0.0290842230626,0.0203889585947,0.0511309001212,0.323540780827,0.158397660421,0.209668679362,0.191297522491,0.0355690440061,0.0226533822758,0.260397313134,0.0144710578842,0.000759352317141,0.0140362155791,0.00938632697102,0.166726739097,0.128116682636,0.079706048615,0.3515688396,0.254454465464,0.118632985332,0.0497655740807,0.0348849361453,0.118061349693,0.0501019887812,0.432811471422,0.297287351488,0.110451858108,0.0104776643801,0.370303745208,0.0852914666611,0.000609282097611,0.000633085023319
Faecalibacterium,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium,0.0195074894826,0.0989637837283,0.0102781136638,0.288995703773,0.0379371042745,2.72724793411e-05,0.00535172413793,0.00937758573136,0.0843416827232,0.049315831837,0.00125481188456,0.172928759894,0.315651215999,0.00334965215151,0.177815454172,0.00537179320224,0.000260975468306,0.0027823577906,0.107624852957,0.425386525084,0.399158018406,0.067093511245,0.0769274376417,0.00178118584712,0.262591359343,0.0805260079291,0.16991864818,0.115231289959,0.256947079907,0.0653447357704,0.0267586939209,0.0050306708643,0.119590067008,0.00689209562783,0.173275042768,0.0356817491649,0.297271520982,0.0539637180109,0.00422964299447,0.0101618072383,0.0300642376011,0.104350649351,0.252994236496,0.0529084905914,0.115612278579,0.00196286642855,0.0769913826159,0.359391581181,0.160695532757,0.203030555671,0.173061438119,0.15613780941,0.0083054282693,0.0830060766401,0.0574690770695,0.0353043885612,0.185170082627,0.025726744186,0.0302465386146,0.0436081704144,0.100198500221,0.0818775671797,0.0799202371894,0.293778744869,0.108050416751,0.152690236674,0.0471036657098,0.13407958669,0.111927380198,0.00670286008917,0.00125482034645,0.00707728259055,0.000742973592596,0.013435578934,0.0159259098974,0.0364708359655,0.145409046136,0.0471179961774,0.0196750393098,0.0301920331816,2.63407438626e-05,0.0967396415696,0.0531699978508,0.154779386057,0.0891428332672,0.000767018216683,0.0424343152162,0.077333653183,0.0163723572443,0.0547733696221,0.177128224346,0.0509327805745,0.0392873964481,0.00296162760752,0.0647478172643,0.0343556975506,0.202202223399,0.156738721035,0.00554683062118,0.0389305695207,0.00554006036755,0.13127542675,0.0672347143233,0.00148684871838,0.0504870234588,0.0171851261488,0.116685595773,0.0147288313132,0.146640393235,0.0654181297958,0.0344533333333,0.151978073344,0.136991596981,0.152553930077,0.289808848566,0.167649591046,0.349709578625,0.0647385923786,0.0412043599394,0.100795357911,0.052397494605,0.00767921630484,0.173994367618,0.173417390078,0.0219746879334,0.251911530764,0.190530159929,0.0781990521327,0.04598043597,0.0687597926962,0.00309065934066,0.307106211112,0.0759310464011,0.0783343417754,0.326957446809,0.0156580958254,0.126444142736,0.0784982085987,0.111695193238,0.12038584691,0.163964507453,0.00270441721478,0.102348499049,0.00226540314604,0.0420032310178,0.333675027719,0.0232604727775,0.272799382584,0.0127440815621,0.0975304647903,0.10919873817,0.278564268075,0.141884101294,0.0367053481332,0.14700605049,0.184588001256,0.294132476208,0.00778086821815,0.0675504731063,0.00107514036555,0.149104166667,0.0130764997248,0.107327325984,0.0358993099594,0.137587287487,0.0478703945649,0.00126255211698,0.0755076971329,0.0109805333402,0.0613196076842,0.00573487464345,0.00715990453461,0.156174409229,0.097229493435,0.032801617614,0.294293006198,0.135841616359,0.16147094431,0.265502256393,0.0670795553278,0.025803111044,0.190824241391,0.20248447205,0.382409633335,0.482135288633,0.0185685419547,0.216871672053,0.307526218384,0.180214240706,0.102567987274,0.157747486222,0.11512842509,0.0390444880881,0.0789374291829,0.084464851864,0.148676171079,0.349055394084,0.0891996142719,0.165934581432,0.0778989652455,0.219660257412,0.0496752798121,0.10213513457,0.0298850574713,0.212838210324,0.137391155149,0.0152557127312,0.0151665235863,0.023557038685,0.00103308834381,0.0791004578508,0.000391849529781,0.0442893322626,0.0237404580153,0.0584810387469,0.179063983721,0.0460447926975,0.0019205560467,0.0215772513499,0.160352204378,0.0377239656857,0.00249031543996,0.00162195039535,0.00343024611183,0.260141550147,0.0672584312759,0.0832793056572,0.10585531356,0.190344005099,0.158732176529,0.135596520836,0.0733650327367,0.0366958783769,0.070685820761,0.0450136909179,0.0542105931665,0.118589180369,0.302181313832,0.0493898895991,0.098492211146,0.176201084444,0.293038922156,0.04535,0.0346973155092,0.164105582075,0.142068844705,0.00581616250183,0.0329209252286,0.0382366279209,0.215866046832,0.0390693044668,0.00760620864511,0.000931630353118,0.159255946117,0.0154618419993,0.0948466180274,0.221513550659,0.00434036212872,0.000689694810047,0.114594571268,0.107458626162,0.0271747064589,0.1903929211,0.00237335066256,0.161566464424,0.144113456229,0.0321947389085,0.0771139687032,0.257460303946,0.170231021686,0.183768736617,0.0444153165155,0.0506120174066,0.2831137354,0.400982242429,0.263721897169,0.0294816729911,0.0233737467941,0.0696677613341,0.0377194598721,0.112719004949,0.0377192300718,0.0162407651577,0.361507455674,0.0688909281594,0.0823031880286,0.241494555994,0.0910194433205,0.108610990913,0.0759641690936,0.12460561188,0.00290660121431,0.239132289578,0.169980838833,0.00599530437699,0.268283472496,0.000721623227778,0.00391956373551,0.00162731333759,0.0518216602895,0.245335370758,0.0485708574855,0.0615030674847,0.177480378975,0.19920684617,0.186608865613,0.321742094946,0.179816951505,0.189017179471,0.0165395808008,0.129541380667,0.0866369237306,0.207307060755,0.572957863749,0.258146288639,0.234042553191,0.103476821192,0.0659562150224,0.0386953887299,0.00918623409213,0.0119361177307,0.0854271356784,0.00326452885367,0.00952159777055,0.0962827298891,0.180839656045,0.0772102779234,0.181853447396,0.264709711013,0.264745951982,0.12131147541,0.239518950743,0.0163740281139,0.168125199617,0.0710046030849,0.0109210170408,0.0632149142103,0.19101588893,0.163677648592,0.269004870096,0.0166380368098,0.0529321774605,0.0039211196657,0.0599831773736,0.0775548986486,0.293625564665,0.000855204954291,0.0123881191439,0.442443851503,0.398252685336
Unclassified Ruminococcaceae,Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;,0.120715989174,0.0741151123423,0.00412547122839,0.077204474882,0.103354964138,0.0,0.0292689655172,0.00904048297631,0.146563904945,0.0511423441273,0.00133988387673,0.0034036939314,0.0685958817049,0.00064416387529,0.0490135635018,0.00169292876677,0.00168184190686,0.00546166529266,0.175874238049,0.0716761300789,0.0426620325044,0.1255245884,0.0378117913832,0.00226421929719,0.00804171640384,0.11213414502,0.0350084697911,0.212912122352,0.0236769976808,0.0483037308524,0.00560127422352,0.0008113985265,0.0228353698594,0.00107688994185,0.0715453335868,0.04501973884,0.0408649859015,0.244610006889,0.00192256499749,0.0469788165403,0.0382824894021,0.114891774892,0.0505645662374,0.0778192360347,0.0347012872703,0.000257425105383,0.090714617263,0.0702886035914,0.131916956135,0.0498561840844,0.0431798051373,0.0240809556801,0.11722329926,0.0622958951676,0.143125594672,0.0405212614186,0.218049146904,0.0515365448505,0.0483651368844,0.00425005795534,0.145699161888,0.0602019102291,0.0254243958754,0.071583996835,0.0589957308396,0.0524063947907,0.10728906875,0.0742358078603,0.0567025543593,0.00136483576476,0.000795739731897,0.00240360540811,8.49112677252e-05,0.0464118976699,0.00590730081793,0.00157927984839,0.0810105689109,0.121899205311,0.0067330564851,0.000296264375555,0.00010536297545,0.154919274779,0.0581130453471,0.0716033843787,0.105646896609,6.39181847236e-05,0.0350790339121,0.0103151518786,0.090329322865,0.0522872396106,0.0039139758083,0.0548193663015,0.0649156346106,0.000901364924028,0.00389821910127,0.0103727369542,0.10361037586,0.0394047326619,0.000902195341999,0.0792017944157,0.00110801207351,0.0520278488445,0.26357546196,0.00270145753057,0.00890188573763,0.330377823715,0.0509110661202,0.177878962782,0.0537883545181,0.0721593618589,0.0903253333333,0.0696043853312,0.0351583958982,0.0687453508554,0.0462254595608,0.217154541541,0.0619706410392,0.116175107671,0.189305440149,0.153619128608,0.0607926732986,0.0349508115064,0.0871548064394,0.0136357227739,0.0692614424411,0.059013701442,0.0891575368342,0.0821484992101,0.0494314514127,0.0141014824635,0.0162903502747,0.088134483135,0.0733388058412,0.0747039502118,0.0958723404255,0.0120116899483,0.00128083612983,0.0533439490446,0.0598637453215,0.0796866504219,0.0785008672046,0.00250409001369,0.0256005141526,0.000638141731279,0.0235595045773,0.0632413547834,0.0659306414994,0.0208163615315,0.119535165025,0.139199827456,0.103848580442,0.0672388077948,0.0605329461502,0.116044399596,0.0656165240976,0.0297979269186,0.0908804436882,0.00514030208077,0.0403784850478,0.00152311551786,0.0616458333333,0.0271656576775,0.00637255998032,0.16619015886,0.0223061169097,0.0300496472433,0.00584297375066,0.00632497843757,0.029650011572,0.0659803842101,0.000420357303708,0.00377147234745,0.0780665302156,0.0535882562352,0.135385306673,0.0314839041757,0.0585604813302,0.0447293324109,0.0712644158449,0.138146902221,0.0265150697935,0.0792703716331,0.109990525318,0.0416044008403,0.0461134186658,0.0389237477401,0.0391796684261,0.0644223142681,0.161163621088,0.149029113956,0.17850982372,0.157970429429,0.011015284775,0.0462881363045,0.0838744943697,0.0982688391039,0.0553727132843,0.0198193168553,0.275640752271,0.0471105687336,0.127116877703,0.108021279536,0.105606558063,0.12285838213,0.057553639551,0.0577145798482,0.0618498367791,0.0737194303198,0.042936596218,0.000826470675049,0.0382170751414,0.00244152399325,0.0197253278975,0.100203562341,0.111062448475,0.00213530283618,0.15158430438,0.000609700332287,0.0116922139,0.143651433414,0.0237810837224,0.00344812907071,0.00709603297966,0.00619442501748,0.0491233261818,0.0670666557081,0.119083969466,0.157338294845,0.0385335060556,0.121019513125,0.128153533255,0.0719460280316,0.106740015779,0.0289114624031,0.0400747242624,0.160269274736,0.0893686456634,0.0295296936074,0.101887173787,0.0979368561353,0.0360220251356,0.170783433134,0.165125,0.0175524399522,0.124523202337,0.0914644827888,0.00435481513956,0.0310650887574,0.035157648519,0.0696237947658,0.287669528431,0.00194793148228,0.00435762584523,0.0212060618817,0.0306015622903,0.000735897058514,0.0459562771121,0.00132802124834,5.74745675039e-05,0.125987140206,0.0357164938892,0.0728899455672,0.116738649531,0.00220382561523,0.157087699945,0.077277584825,0.137940060202,0.0571586783978,0.0457409220553,0.111950063279,0.0497002141328,0.0682238170957,0.0782439066218,0.0526003661398,0.113601269623,0.0927795280653,0.012885200784,0.0636512007461,0.0598797287499,0.0474849306415,0.0363514778655,0.162534649361,0.0289236307319,0.0528944830485,0.0867855270058,0.156248436014,0.0440220371289,0.158996528739,0.20618779749,0.0390962845292,0.143346935341,0.0046505619429,0.0728637856747,0.0513519267618,0.0165394935435,0.0790290773298,4.24484251634e-05,0.0,0.00268028079132,0.0151597072035,0.0799823065787,0.0407005796522,0.159176891616,0.120196366593,0.0847630974744,0.0252837847997,0.0413577090258,0.0348095775137,0.181900277366,0.00106825800273,0.00966204695493,0.131017633312,0.0638854679803,0.0999732373844,0.0909873990943,0.0235300282989,0.106767888871,0.0356369406265,0.0503959382378,0.116642767521,0.0257117772482,0.0177039041361,0.00285646274697,0.111511069825,0.0769014027814,0.142033383915,0.00367068694284,0.0305437024031,0.0249067083225,0.00332774986041,0.0235079824279,0.0161117978587,0.0504608413573,0.0649419780688,0.0223693773722,0.00172437111171,0.0168829740431,0.0326714762102,0.091310472426,0.0636665760926,0.0495460122699,0.0660632330444,0.00160279344,0.0559878035958,0.122001689189,0.148172159946,0.00250663521085,0.0819166998554,0.0529865327647,0.0302825669487
Unclassified Clostridiales,Bacteria;Firmicutes;Clostridia;Clostridiales;;,0.0177657493502,0.0855647891659,0.00131588306423,0.132225956017,0.0652602264666,2.72724793411e-05,0.00113103448276,9.19371150133e-05,0.175748233783,0.0912017831713,0.00012760798826,0.00176781002639,0.0486399457673,0.000193249162587,0.103935470612,0.0205430394583,0.0,0.00264495740588,0.0504331087584,0.00260551090136,0.0146857254748,0.046325191004,0.0933390022676,0.000483033450066,0.0494439907018,0.0641478368249,0.0630319760755,0.132355522126,0.0823318574742,0.00717351126147,0.00947703743032,6.491188212e-05,0.0418079096045,0.0027999138488,0.0292339859342,0.0274319263083,0.108620832642,0.0350827953971,0.000414090922535,0.0116209385341,0.0119112636863,0.0337878787879,0.0310457866432,0.00756986014549,0.0148091099131,0.000128712552692,0.0827632136587,0.0124430387649,0.114023749899,0.019946642211,0.0453941541187,0.0701223992778,0.0218761015157,0.0182092513745,0.0311607992388,0.00266166982518,0.104281575276,0.0223006644518,0.0926666806309,0.000540916467043,0.045346272607,0.0896224080764,0.00377823839635,0.00543988922407,0.103090058955,0.00333931627499,0.0412215895723,0.00791356581996,0.0644922947013,0.000818901458858,0.000826345106201,0.00310465698548,0.0,0.0535944398673,0.001255030943,0.000505369551485,0.00875861885366,0.165878684237,0.00294319235576,0.021842764416,0.00071120008429,0.00441506870787,0.108875993982,0.106216348507,0.07894791819,0.0,0.00608225184766,0.00230891481004,0.0393097349875,0.07364178792,0.000895217871047,0.0868004145691,0.0244091652121,0.0,0.00170880837316,0.0029392971246,0.00357861302276,0.00804470646033,0.0,0.0115502616856,0.000267451190158,0.0457786352389,0.0612439029327,0.000858602781035,0.0111166061023,0.00941446041194,0.16646091551,0.0147074541995,0.137545743921,0.0584167858846,0.0599466666667,0.00308078018102,0.0205294105679,0.0640755434333,0.00422386483633,0.0353207059836,0.0573027774844,0.0827836231805,0.27618651938,0.139562803261,0.00668456234539,0.0769166908804,0.0734731621201,0.0319039658402,0.0257671636616,0.0113152357982,0.0181589220501,0.0101618205884,0.20867471076,0.0168735687598,0.0653760302198,0.106953389368,0.0176272358075,0.112715014262,0.103936170213,0.00227900367322,0.00358634116351,0.29986066879,0.122103536734,0.0123849608313,0.0946132770279,0.0113518747287,0.0157459229307,0.00015953543282,0.0239633817986,0.0537436455304,0.000756800071228,0.0117051837242,0.00133920857093,0.103742046803,0.145085173502,0.00721289029072,0.00196438484861,0.041582576522,0.0305028166076,0.0192859386452,0.0706287683032,0.000422490581981,0.0297778677326,0.000119460040616,0.0603333333333,0.191942762796,0.0148916664803,0.0343515552785,0.016655562958,0.0323490985106,0.00102765869986,0.00428634902381,0.152827423046,0.049789251844,0.000270229695241,0.00212145319544,0.0842895242821,0.0337779825351,0.0134127162435,0.014841186437,0.00219525580828,0.00527499135247,0.0199941500919,0.0937465190367,0.21343660331,0.204696556427,0.0527423939362,0.0246031230373,0.0548444519793,0.00240348824843,0.0325063361778,0.195448136071,0.141062801932,0.152791455193,0.0378013378771,0.0353988999344,0.000533686277858,0.0246128666751,0.121854159834,0.154735234216,0.166160882202,0.00418717961732,0.0439251140774,0.0566445478352,0.166145589078,0.00203813734973,0.0397540726489,0.27360659293,0.0510485346976,0.0441599107794,0.0119042437432,0.13264654736,0.0300086515882,5.90336196464e-05,0.0608941556693,0.000693272244996,0.00339736858361,0.0113994910941,0.25917147568,0.00346672695757,0.0278692166327,0.0017071609304,0.00172008360913,0.0627519067402,0.0842002388967,0.0011493763569,0.00601473271609,0.0021980217804,0.00426623264531,0.0764088655105,0.03917180801,0.0466017292328,0.0467583739436,0.149367571347,0.0968886580986,0.0420224551271,0.0308108914902,0.0459217406984,0.139928858408,0.101384478598,0.119944772185,0.192989534737,0.0820049010939,0.0776941659956,0.00294228910092,0.025,0.034425,0.0107868709923,0.0298611565204,0.206993956381,0.000935262311852,0.00559440559441,0.00716041721364,0.0767260674931,0.117406992659,0.000865747325459,0.00537941397446,0.00910334666386,0.0226290500094,0.00113538403314,0.192178842933,0.000323907621546,0.000316110121271,0.0236050576101,0.0689804414583,0.0741621305971,0.0409564942589,5.65083491086e-05,0.134936569222,0.0569507525158,0.184596257034,0.00319940933981,0.0134519603252,0.0394045346318,0.0185438972163,0.245025570502,0.00660249951767,0.0579377562334,0.0533370506992,0.0330482865042,0.0181810600058,0.373630216834,0.0247153153922,0.0388249848648,0.00866657750435,0.0240408279578,0.037650949122,0.0430030416182,0.343646215697,0.307166808468,0.0011749654038,0.138680068999,0.111315447858,0.012046597829,0.0480837995877,0.00184084743573,0.119342178235,0.037534596551,0.000230588629884,0.0498468510049,0.0,6.39059304703e-05,0.00229738353542,0.00106055564798,0.0289729773203,0.00344793124126,0.0150306748466,0.148181732904,0.0645794197454,0.0108502267773,0.0976093070826,0.0480393857899,0.0194585994109,0.00125244041699,0.000699514711669,0.0884852347567,0.148989121511,0.0245918701121,0.138905296318,0.00301331097369,0.0294580843159,0.0148594463623,0.0683437454295,0.126904463165,0.000752539821899,0.0231155778894,0.000646104668956,0.00247716364762,0.0194618310625,0.0450177035913,0.00427897220766,0.00857510361584,0.0187017269808,0.00183137911781,0.0202935819136,0.00712355171908,0.011533906596,0.0811029490046,0.00791407574901,0.0025020286719,0.0435547734272,0.0336522743619,0.0516578012321,0.0258554020442,0.0156809815951,0.248444671086,0.000858639342855,0.0395594574703,0.00329391891892,0.0208716747532,0.00129755234444,0.157880394911,0.0528394646721,0.0439994091206
